,county,living,min,poverty,state
1505,Clark County,9.84,7.85,5,Missouri
1506,Clay County,11.06,7.85,5,Missouri
1507,Clinton County,11.06,7.85,5,Missouri
1508,Cole County,10.08,7.85,5,Missouri
1509,Cooper County,9.91,7.85,5,Missouri
1510,Crawford County,10.49,7.85,5,Missouri
1511,Dade County,9.84,7.85,5,Missouri
1512,Dallas County,10.05,7.85,5,Missouri
1513,Daviess County,9.84,7.85,5,Missouri
1514,DeKalb County,10.33,7.85,5,Missouri
1515,Dent County,9.84,7.85,5,Missouri
1516,Douglas County,9.84,7.85,5,Missouri
1517,Dunklin County,10.18,7.85,5,Missouri
1518,Franklin County,11.06,7.85,5,Missouri
1519,Gasconade County,9.84,7.85,5,Missouri
1520,Gentry County,9.84,7.85,5,Missouri
1521,Greene County,10.35,7.85,5,Missouri
1522,Grundy County,9.84,7.85,5,Missouri
1523,Harrison County,9.99,7.85,5,Missouri
1524,Henry County,10.12,7.85,5,Missouri
1525,Hickory County,9.84,7.85,5,Missouri
1526,Holt County,9.84,7.85,5,Missouri
1527,Howard County,10.1,7.85,5,Missouri
1528,Howell County,9.84,7.85,5,Missouri
1529,Iron County,9.84,7.85,5,Missouri
1530,Jackson County,11.06,7.85,5,Missouri
1531,Jasper County,10.47,7.85,5,Missouri
1532,Jefferson County,11.06,7.85,5,Missouri
1533,Johnson County,10.23,7.85,5,Missouri
1534,Knox County,9.84,7.85,5,Missouri
1535,Laclede County,10.06,7.85,5,Missouri
1536,Lafayette County,11.06,7.85,5,Missouri
1537,Lawrence County,9.71,7.85,5,Missouri
1538,Lewis County,9.71,7.85,5,Missouri
1539,Lincoln County,11.06,7.85,5,Missouri
1540,Linn County,9.84,7.85,5,Missouri
1541,Livingston County,10.21,7.85,5,Missouri
1542,Macon County,9.71,7.85,5,Missouri
1543,Madison County,10.02,7.85,5,Missouri
1544,Maries County,9.84,7.85,5,Missouri
1545,Marion County,9.95,7.85,5,Missouri
1546,McDonald County,10.12,7.85,5,Missouri
1547,Mercer County,9.84,7.85,5,Missouri
1548,Miller County,9.95,7.85,5,Missouri
1549,Mississippi County,9.91,7.85,5,Missouri
1550,Moniteau County,9.71,7.85,5,Missouri
1551,Monroe County,9.84,7.85,5,Missouri
1552,Montgomery County,9.95,7.85,5,Missouri
1553,Morgan County,10.02,7.85,5,Missouri
1554,New Madrid County,9.84,7.85,5,Missouri
1555,Newton County,10.47,7.85,5,Missouri
1556,Nodaway County,10.01,7.85,5,Missouri
1557,Oregon County,9.84,7.85,5,Missouri
1558,Osage County,10.08,7.85,5,Missouri
1559,Ozark County,9.84,7.85,5,Missouri
1560,Pemiscot County,9.84,7.85,5,Missouri
1561,Perry County,10.01,7.85,5,Missouri
1562,Pettis County,10.62,7.85,5,Missouri
1563,Phelps County,10.02,7.85,5,Missouri
1564,Pike County,9.84,7.85,5,Missouri
1565,Platte County,11.06,7.85,5,Missouri
1566,Polk County,10.05,7.85,5,Missouri
1567,Pulaski County,10.54,7.85,5,Missouri
1568,Putnam County,9.84,7.85,5,Missouri
1569,Ralls County,10.17,7.85,5,Missouri
1570,Randolph County,9.84,7.85,5,Missouri
1571,Ray County,11.06,7.85,5,Missouri
1572,Reynolds County,9.84,7.85,5,Missouri
1573,Ripley County,9.84,7.85,5,Missouri
1574,Saline County,9.93,7.85,5,Missouri
1575,Schuyler County,9.71,7.85,5,Missouri
1576,Scotland County,9.84,7.85,5,Missouri
1577,Scott County,9.85,7.85,5,Missouri
1578,Shannon County,9.71,7.85,5,Missouri
1579,Shelby County,9.84,7.85,5,Missouri
1580,St. Charles County,11.06,7.85,5,Missouri
1581,St. Clair County,9.84,7.85,5,Missouri
1582,Ste. Genevieve County,10,7.85,5,Missouri
1583,St. Francois County,10.18,7.85,5,Missouri
1584,St. Louis city,11.06,7.85,5,Missouri
1585,St. Louis County,11.06,7.85,5,Missouri
1586,Stoddard County,9.84,7.85,5,Missouri
1587,Stone County,10.23,7.85,5,Missouri
1588,Sullivan County,10.16,7.85,5,Missouri
1589,Sullivan part,11.06,7.85,5,Missouri
1590,Taney County,10.9,7.85,5,Missouri
1591,Texas County,9.71,7.85,5,Missouri
1592,Vernon County,10,7.85,5,Missouri
1593,Warren County,11.06,7.85,5,Missouri
1594,Washington County,10.22,7.85,5,Missouri
1595,Wayne County,9.84,7.85,5,Missouri
1596,Webster County,10.35,7.85,5,Missouri
1597,Worth County,9.84,7.85,5,Missouri
1598,Wright County,9.84,7.85,5,Missouri
1599,Beaverhead County,10.5,8.3,5,Montana
1600,Big Horn County,10.57,8.3,5,Montana
1601,Blaine County,10.5,8.3,5,Montana
1602,Broadwater County,10.83,8.3,5,Montana
1603,Carbon County,10.92,8.3,5,Montana
1604,Carter County,10.5,8.3,5,Montana
1605,Cascade County,10.82,8.3,5,Montana
1606,Chouteau County,10.5,8.3,5,Montana
1607,Custer County,10.5,8.3,5,Montana
1608,Daniels County,10.5,8.3,5,Montana
1609,Dawson County,10.5,8.3,5,Montana
1610,Deer Lodge County,10.5,8.3,5,Montana
1611,Fallon County,10.5,8.3,5,Montana
1612,Fergus County,10.81,8.3,5,Montana
1613,Flathead County,10.52,8.3,5,Montana
1614,Gallatin County,11.26,8.3,5,Montana
1615,Garfield County,10.5,8.3,5,Montana
1616,Glacier County,10.96,8.3,5,Montana
1617,Golden Valley County,10.14,8.3,5,Montana
1618,Granite County,10.55,8.3,5,Montana
1619,Hill County,10.63,8.3,5,Montana
1620,Jefferson County,11.27,8.3,5,Montana
1621,Judith Basin County,10.5,8.3,5,Montana
1622,Lake County,10.22,8.3,5,Montana
1623,Lewis and Clark County,10.91,8.3,5,Montana
1624,Liberty County,10.5,8.3,5,Montana
1625,Lincoln County,10.5,8.3,5,Montana
1626,Madison County,11.36,8.3,5,Montana
1627,McCone County,10.5,8.3,5,Montana
1628,Meagher County,10.6,8.3,5,Montana
1629,Mineral County,10.5,8.3,5,Montana
1630,Missoula County,11.48,8.3,5,Montana
1631,Musselshell County,10.46,8.3,5,Montana
1632,Park County,10.84,8.3,5,Montana
1633,Petroleum County,10.75,8.3,5,Montana
1634,Phillips County,10.5,8.3,5,Montana
1635,Pondera County,10.5,8.3,5,Montana
1636,Powder River County,10.5,8.3,5,Montana
1637,Powell County,10.5,8.3,5,Montana
1638,Prairie County,10.5,8.3,5,Montana
1639,Ravalli County,10.83,8.3,5,Montana
1640,Richland County,10.91,8.3,5,Montana
1641,Roosevelt County,10.5,8.3,5,Montana
1642,Rosebud County,10.5,8.3,5,Montana
1643,Sanders County,10.68,8.3,5,Montana
1644,Sheridan County,10.5,8.3,5,Montana
1645,Silver Bow County,10.81,8.3,5,Montana
1646,Stillwater County,10.5,8.3,5,Montana
1647,Sweet Grass County,10.71,8.3,5,Montana
1648,Teton County,10.14,8.3,5,Montana
1649,Toole County,10.5,8.3,5,Montana
1650,Treasure County,10.75,8.3,5,Montana
1651,Valley County,10.5,8.3,5,Montana
1652,Wheatland County,10.5,8.3,5,Montana
1653,Wibaux County,10.82,8.3,5,Montana
1654,Yellowstone County,10.92,8.3,5,Montana
1655,Adams County,9.95,9,5,Nebraska
1656,Antelope County,9.95,9,5,Nebraska
1657,Arthur County,10.58,9,5,Nebraska
1658,Banner County,9.95,9,5,Nebraska
1659,Blaine County,10.01,9,5,Nebraska
1660,Boone County,9.95,9,5,Nebraska
1661,Box Butte County,9.95,9,5,Nebraska
1662,Boyd County,9.95,9,5,Nebraska
1663,Brown County,10.13,9,5,Nebraska
1664,Buffalo County,10.21,9,5,Nebraska
1665,Burt County,10.01,9,5,Nebraska
1666,Butler County,9.95,9,5,Nebraska
1667,Cass County,10.93,9,5,Nebraska
1668,Cedar County,9.95,9,5,Nebraska
1669,Chase County,9.95,9,5,Nebraska
1670,Cherry County,9.95,9,5,Nebraska
1671,Cheyenne County,9.95,9,5,Nebraska
1672,Clay County,9.95,9,5,Nebraska
1673,Colfax County,9.95,9,5,Nebraska
1674,Cuming County,9.95,9,5,Nebraska
1675,Custer County,9.95,9,5,Nebraska
1676,Dakota County,10.34,9,5,Nebraska
1677,Dawes County,10.07,9,5,Nebraska
1678,Dawson County,9.95,9,5,Nebraska
1679,Deuel County,10.1,9,5,Nebraska
1680,Dixon County,10.34,9,5,Nebraska
1681,Dodge County,10.3,9,5,Nebraska
1682,Douglas County,10.93,9,5,Nebraska
1683,Dundy County,9.95,9,5,Nebraska
1684,Fillmore County,9.95,9,5,Nebraska
1685,Franklin County,9.95,9,5,Nebraska
1686,Frontier County,9.95,9,5,Nebraska
1687,Furnas County,9.95,9,5,Nebraska
1688,Gage County,10.02,9,5,Nebraska
1689,Garden County,9.95,9,5,Nebraska
1690,Garfield County,10.15,9,5,Nebraska
1691,Gosper County,9.95,9,5,Nebraska
1692,Grant County,9.95,9,5,Nebraska
1693,Greeley County,9.95,9,5,Nebraska
1694,Hall County,10.14,9,5,Nebraska
1695,Hamilton County,9.89,9,5,Nebraska
1696,Harlan County,9.95,9,5,Nebraska
1697,Hayes County,10.31,9,5,Nebraska
1698,Hitchcock County,9.95,9,5,Nebraska
1699,Holt County,9.95,9,5,Nebraska
1700,Hooker County,9.95,9,5,Nebraska
1701,Howard County,9.89,9,5,Nebraska
1702,Jefferson County,9.95,9,5,Nebraska
1703,Johnson County,9.95,9,5,Nebraska
1704,Kearney County,10.18,9,5,Nebraska
1705,Keith County,9.95,9,5,Nebraska
1706,Keya Paha County,9.95,9,5,Nebraska
1707,Kimball County,10.11,9,5,Nebraska
1708,Knox County,9.95,9,5,Nebraska
1709,Lancaster County,10.62,9,5,Nebraska
1710,Lincoln County,10.07,9,5,Nebraska
1711,Logan County,9.95,9,5,Nebraska
1712,Loup County,9.95,9,5,Nebraska
1713,Madison County,10.04,9,5,Nebraska
1714,McPherson County,9.98,9,5,Nebraska
1715,Merrick County,9.89,9,5,Nebraska
1716,Morrill County,9.95,9,5,Nebraska
1717,Nance County,9.95,9,5,Nebraska
1718,Nemaha County,10.37,9,5,Nebraska
1719,Nuckolls County,9.95,9,5,Nebraska
1720,Otoe County,9.95,9,5,Nebraska
1721,Pawnee County,9.95,9,5,Nebraska
1722,Perkins County,9.95,9,5,Nebraska
1723,Phelps County,9.95,9,5,Nebraska
1724,Pierce County,9.95,9,5,Nebraska
1725,Platte County,10.24,9,5,Nebraska
1726,Polk County,9.95,9,5,Nebraska
1727,Red Willow County,9.95,9,5,Nebraska
1728,Richardson County,9.95,9,5,Nebraska
1729,Rock County,9.95,9,5,Nebraska
1730,Saline County,10.39,9,5,Nebraska
1731,Sarpy County,10.93,9,5,Nebraska
1732,Saunders County,10.35,9,5,Nebraska
1733,Scotts Bluff County,10.1,9,5,Nebraska
1734,Seward County,10.18,9,5,Nebraska
1735,Sheridan County,9.95,9,5,Nebraska
1736,Sherman County,9.95,9,5,Nebraska
1737,Sioux County,9.95,9,5,Nebraska
1738,Stanton County,9.95,9,5,Nebraska
1739,Thayer County,9.95,9,5,Nebraska
1740,Thomas County,9.95,9,5,Nebraska
1741,Thurston County,9.95,9,5,Nebraska
1742,Valley County,9.95,9,5,Nebraska
1743,Washington County,10.93,9,5,Nebraska
1744,Wayne County,9.95,9,5,Nebraska
1745,Webster County,9.95,9,5,Nebraska
1746,Wheeler County,9.95,9,5,Nebraska
1747,York County,9.95,9,5,Nebraska
1748,Carson City,10.3,8.25,5,Nevada
1749,Churchill County,10.97,8.25,5,Nevada
1750,Clark County,10.97,8.25,5,Nevada
1751,Douglas County,10.7,8.25,5,Nevada
1752,Elko County,10.51,8.25,5,Nevada
1753,Esmeralda County,9.67,8.25,5,Nevada
1754,Eureka County,10.24,8.25,5,Nevada
1755,Humboldt County,10.42,8.25,5,Nevada
1756,Lander County,10.6,8.25,5,Nevada
1757,Lincoln County,9.67,8.25,5,Nevada
1758,Lyon County,10,8.25,5,Nevada
1759,Mineral County,9.67,8.25,5,Nevada
1760,Nye County,9.8,8.25,5,Nevada
1761,Pershing County,9.67,8.25,5,Nevada
1762,Storey County,10.67,8.25,5,Nevada
1763,Washoe County,10.67,8.25,5,Nevada
1764,White Pine County,10.16,8.25,5,Nevada
1765,Belknap County,11.25,7.25,5,New Hampshire
1766,Carroll County,11.42,7.25,5,New Hampshire
1767,Cheshire County,11.26,7.25,5,New Hampshire
1768,Coos County,10.6,7.25,5,New Hampshire
1769,Grafton County,11.92,7.25,5,New Hampshire
1770,Hillsborough County,11.45,7.25,5,New Hampshire
1771,Merrimack County,11.46,7.25,5,New Hampshire
1772,Rockingham County,12.96,7.25,5,New Hampshire
1773,Strafford County,12.93,7.25,5,New Hampshire
1774,Sullivan County,11.27,7.25,5,New Hampshire
1775,Atlantic County,13.02,8.6,5,New Jersey
1776,Bergen County,14.76,8.6,5,New Jersey
1777,Burlington County,12.58,8.6,5,New Jersey
1778,Camden County,12.58,8.6,5,New Jersey
1779,Cape May County,11.75,8.6,5,New Jersey
1780,Cumberland County,12.34,8.6,5,New Jersey
1781,Essex County,13.64,8.6,5,New Jersey
1782,Gloucester County,12.58,8.6,5,New Jersey
1783,Hudson County,14.59,8.6,5,New Jersey
1784,Hunterdon County,13.95,8.6,5,New Jersey
1785,Mercer County,13.25,8.6,5,New Jersey
1786,Middlesex County,13.95,8.6,5,New Jersey
1787,Monmouth County,13.27,8.6,5,New Jersey
1788,Morris County,13.64,8.6,5,New Jersey
1789,Ocean County,13.27,8.6,5,New Jersey
1790,Passaic County,14.76,8.6,5,New Jersey
1791,Salem County,12.58,8.6,5,New Jersey
1792,Somerset County,13.95,8.6,5,New Jersey
1793,Sussex County,13.64,8.6,5,New Jersey
1794,Union County,13.64,8.6,5,New Jersey
1795,Warren County,12.25,8.6,5,New Jersey
1796,Bernalillo County,10.85,7.5,5,New Mexico
1797,Catron County,10.52,7.5,5,New Mexico
1798,Chaves County,10.37,7.5,5,New Mexico
1799,Cibola County,10.47,7.5,5,New Mexico
1800,Colfax County,10.47,7.5,5,New Mexico
1801,Curry County,10.54,7.5,5,New Mexico
1802,De Baca County,10.52,7.5,5,New Mexico
1803,Dona Ana County,10.42,7.5,5,New Mexico
1804,Eddy County,10.92,7.5,5,New Mexico
1805,Grant County,10.52,7.5,5,New Mexico
1806,Guadalupe County,10.52,7.5,5,New Mexico
1807,Harding County,10.52,7.5,5,New Mexico
1808,Hidalgo County,10.52,7.5,5,New Mexico
1809,Lea County,11.51,7.5,5,New Mexico
1810,Lincoln County,10.6,7.5,5,New Mexico
1811,Los Alamos County,11.13,7.5,5,New Mexico
1812,Luna County,10.19,7.5,5,New Mexico
1813,McKinley County,10.33,7.5,5,New Mexico
1814,Mora County,10.73,7.5,5,New Mexico
1815,Otero County,10.81,7.5,5,New Mexico
1816,Quay County,10.47,7.5,5,New Mexico
1817,Rio Arriba County,10.81,7.5,5,New Mexico
1818,Roosevelt County,10.52,7.5,5,New Mexico
1819,Sandoval County,10.85,7.5,5,New Mexico
1820,San Juan County,11.38,7.5,5,New Mexico
1821,San Miguel County,10.14,7.5,5,New Mexico
1822,Santa Fe County,12.49,7.5,5,New Mexico
1823,Sierra County,10.14,7.5,5,New Mexico
1824,Socorro County,10.52,7.5,5,New Mexico
1825,Taos County,10.89,7.5,5,New Mexico
1826,Torrance County,10.85,7.5,5,New Mexico
1827,Union County,10.47,7.5,5,New Mexico
1828,Valencia County,10.85,7.5,5,New Mexico
1829,Albany County,11.78,10.4,5,New York
1830,Allegany County,10.74,10.4,5,New York
1831,Bronx County,16.14,10.4,5,New York
1832,Broome County,10.82,10.4,5,New York
1833,Cattaraugus County,10.66,10.4,5,New York
1834,Cayuga County,10.86,10.4,5,New York
1835,Chautauqua County,10.85,10.4,5,New York
1836,Chemung County,11.04,10.4,5,New York
1837,Chenango County,11.11,10.4,5,New York
1838,Clinton County,10.97,10.4,5,New York
1839,Columbia County,11.97,10.4,5,New York
1840,Cortland County,11.36,10.4,5,New York
1841,Delaware County,11.09,10.4,5,New York
1842,Dutchess County,12.88,10.4,5,New York
1843,Erie County,11.57,10.4,5,New York
1844,Essex County,11,10.4,5,New York
1845,Franklin County,10.88,10.4,5,New York
1846,Fulton County,10.8,10.4,5,New York
1847,Genesee County,10.76,10.4,5,New York
1848,Greene County,11.47,10.4,5,New York
1849,Hamilton County,11.33,10.4,5,New York
1850,Herkimer County,11.42,10.4,5,New York
1851,Jefferson County,11.82,10.4,5,New York
1852,Kings County,16.14,10.4,5,New York
1853,Lewis County,10.95,10.4,5,New York
1854,Livingston County,11.36,10.4,5,New York
1855,Madison County,11.05,10.4,5,New York
1856,Monroe County,11.36,10.4,5,New York
1857,Montgomery County,11.28,10.4,5,New York
1858,Nassau County,15.33,10.4,5,New York
1859,New York County,16.14,10.4,5,New York
1860,Niagara County,11.57,10.4,5,New York
1861,Oneida County,11.42,10.4,5,New York
1862,Onondaga County,11.05,10.4,5,New York
1863,Ontario County,11.36,10.4,5,New York
1864,Orange County,12.88,10.4,5,New York
1865,Orleans County,11.36,10.4,5,New York
1866,Oswego County,11.05,10.4,5,New York
1867,Otsego County,11.65,10.4,5,New York
1868,Putnam County,16.14,10.4,5,New York
1869,Queens County,16.14,10.4,5,New York
1870,Rensselaer County,11.78,10.4,5,New York
1871,Richmond County,16.14,10.4,5,New York
1872,Rockland County,16.14,10.4,5,New York
1873,Saratoga County,11.78,10.4,5,New York
1874,Schenectady County,11.78,10.4,5,New York
1875,Schoharie County,11.78,10.4,5,New York
1876,Schuyler County,10.81,10.4,5,New York
1877,Seneca County,10.82,10.4,5,New York
1878,Steuben County,10.78,10.4,5,New York
1879,St. Lawrence County,11.4,10.4,5,New York
1880,Suffolk County,15.33,10.4,5,New York
1881,Sullivan County,12.02,10.4,5,New York
1882,Tioga County,10.82,10.4,5,New York
1883,Tompkins County,12.78,10.4,5,New York
1884,Ulster County,12.01,10.4,5,New York
1885,Warren County,10.95,10.4,5,New York
1886,Washington County,10.95,10.4,5,New York
1887,Wayne County,11.36,10.4,5,New York
1888,Westchester County,15.11,10.4,5,New York
1889,Wyoming County,10.5,10.4,5,New York
1890,Yates County,10.49,10.4,5,New York
1891,Alamance County,11.45,7.25,5,North Carolina
1892,Alexander County,10.85,7.25,5,North Carolina
1893,Alleghany County,10.51,7.25,5,North Carolina
1894,Anson County,10.64,7.25,5,North Carolina
1895,Ashe County,10.31,7.25,5,North Carolina
1896,Avery County,10.81,7.25,5,North Carolina
1897,Beaufort County,10.64,7.25,5,North Carolina
1898,Bertie County,10.64,7.25,5,North Carolina
1899,Bladen County,10.31,7.25,5,North Carolina
1900,Brunswick County,11.95,7.25,5,North Carolina
1901,Buncombe County,11.82,7.25,5,North Carolina
1902,Burke County,10.85,7.25,5,North Carolina
1903,Cabarrus County,11.78,7.25,5,North Carolina
1904,Caldwell County,10.85,7.25,5,North Carolina
1905,Camden County,12.54,7.25,5,North Carolina
1906,Carteret County,11.49,7.25,5,North Carolina
1907,Caswell County,10.57,7.25,5,North Carolina
1908,Catawba County,10.85,7.25,5,North Carolina
1909,Chatham County,11.83,7.25,5,North Carolina
1910,Cherokee County,10.64,7.25,5,North Carolina
1911,Chowan County,10.72,7.25,5,North Carolina
1912,Clay County,10.98,7.25,5,North Carolina
1913,Cleveland County,10.67,7.25,5,North Carolina
1914,Columbus County,10.24,7.25,5,North Carolina
1915,Craven County,11.23,7.25,5,North Carolina
1916,Cumberland County,11.6,7.25,5,North Carolina
1917,Currituck County,13.3,7.25,5,North Carolina
1918,Dare County,11.54,7.25,5,North Carolina
1919,Davidson County,10.6,7.25,5,North Carolina
1920,Davie County,11.08,7.25,5,North Carolina
1921,Duplin County,10.64,7.25,5,North Carolina
1922,Durham County,11.83,7.25,5,North Carolina
1923,Edgecombe County,11.01,7.25,5,North Carolina
1924,Forsyth County,11.08,7.25,5,North Carolina
1925,Franklin County,11.73,7.25,5,North Carolina
1926,Gaston County,11.78,7.25,5,North Carolina
1927,Gates County,10.64,7.25,5,North Carolina
1928,Graham County,10.31,7.25,5,North Carolina
1929,Granville County,11.02,7.25,5,North Carolina
1930,Greene County,10.31,7.25,5,North Carolina
1931,Guilford County,10.96,7.25,5,North Carolina
1932,Halifax County,10.76,7.25,5,North Carolina
1933,Harnett County,10.6,7.25,5,North Carolina
1934,Haywood County,10.76,7.25,5,North Carolina
1935,Henderson County,11.82,7.25,5,North Carolina
1936,Hertford County,10.43,7.25,5,North Carolina
1937,Hoke County,10.5,7.25,5,North Carolina
1938,Hyde County,11.78,7.25,5,North Carolina
1939,Iredell County,11.64,7.25,5,North Carolina
1940,Jackson County,10.64,7.25,5,North Carolina
1941,Johnston County,11.73,7.25,5,North Carolina
1942,Jones County,10.45,7.25,5,North Carolina
1943,Lee County,11.02,7.25,5,North Carolina
1944,Lenoir County,10.22,7.25,5,North Carolina
1945,Lincoln County,10.87,7.25,5,North Carolina
1946,Macon County,10.69,7.25,5,North Carolina
1947,Madison County,11.82,7.25,5,North Carolina
1948,Martin County,10.57,7.25,5,North Carolina
1949,McDowell County,10.44,7.25,5,North Carolina
1950,Mecklenburg County,11.78,7.25,5,North Carolina
1951,Mitchell County,10.57,7.25,5,North Carolina
1952,Montgomery County,10.6,7.25,5,North Carolina
1953,Moore County,10.82,7.25,5,North Carolina
1954,Nash County,11.01,7.25,5,North Carolina
1955,New Hanover County,11.79,7.25,5,North Carolina
1956,Northampton County,10.31,7.25,5,North Carolina
1957,Onslow County,11.51,7.25,5,North Carolina
1958,Orange County,11.83,7.25,5,North Carolina
1959,Pamlico County,10.58,7.25,5,North Carolina
1960,Pasquotank County,11.22,7.25,5,North Carolina
1961,Pender County,11.05,7.25,5,North Carolina
1962,Perquimans County,11.03,7.25,5,North Carolina
1963,Person County,10.08,7.25,5,North Carolina
1964,Pitt County,11.25,7.25,5,North Carolina
1965,Polk County,10.95,7.25,5,North Carolina
1966,Randolph County,10.96,7.25,5,North Carolina
1967,Richmond County,10.59,7.25,5,North Carolina
1968,Robeson County,10.31,7.25,5,North Carolina
1969,Rockingham County,10.31,7.25,5,North Carolina
1970,Rowan County,10.77,7.25,5,North Carolina
1971,Rutherford County,10.64,7.25,5,North Carolina
1972,Sampson County,10.29,7.25,5,North Carolina
1973,Scotland County,10.32,7.25,5,North Carolina
1974,Stanly County,9.95,7.25,5,North Carolina
1975,Stokes County,11.08,7.25,5,North Carolina
1976,Surry County,10.6,7.25,5,North Carolina
1977,Swain County,10.54,7.25,5,North Carolina
1978,Transylvania County,10.71,7.25,5,North Carolina
1979,Tyrrell County,10.57,7.25,5,North Carolina
1980,Union County,11.78,7.25,5,North Carolina
1981,Vance County,10.01,7.25,5,North Carolina
1982,Wake County,11.73,7.25,5,North Carolina
1983,Warren County,9.83,7.25,5,North Carolina
1984,Washington County,10.99,7.25,5,North Carolina
1985,Watauga County,10.86,7.25,5,North Carolina
1986,Wayne County,10.46,7.25,5,North Carolina
1987,Wilkes County,10.64,7.25,5,North Carolina
1988,Wilson County,11.31,7.25,5,North Carolina
1989,Yadkin County,11.08,7.25,5,North Carolina
1990,Yancey County,10.47,7.25,5,North Carolina
1991,Adams County,10.5,7.25,5,North Dakota
1992,Barnes County,10.65,7.25,5,North Dakota
1993,Benson County,10.5,7.25,5,North Dakota
1994,Billings County,10.93,7.25,5,North Dakota
1995,Bottineau County,10.45,7.25,5,North Dakota
1996,Bowman County,11.28,7.25,5,North Dakota
1997,Burke County,10.31,7.25,5,North Dakota
1998,Burleigh County,11,7.25,5,North Dakota
1999,Cass County,10.05,7.25,5,North Dakota
2000,Cavalier County,10.5,7.25,5,North Dakota
2001,Dickey County,10.77,7.25,5,North Dakota
2002,Divide County,10.21,7.25,5,North Dakota
2003,Dunn County,13.85,7.25,5,North Dakota
2004,Eddy County,10.5,7.25,5,North Dakota
2005,Emmons County,10.5,7.25,5,North Dakota
2006,Foster County,10.17,7.25,5,North Dakota
2007,Golden Valley County,12.15,7.25,5,North Dakota
2008,Grand Forks County,10.38,7.25,5,North Dakota
2009,Grant County,10.5,7.25,5,North Dakota
2010,Griggs County,10.32,7.25,5,North Dakota
2011,Hettinger County,10.5,7.25,5,North Dakota
2012,Kidder County,10.54,7.25,5,North Dakota
2013,LaMoure County,10.72,7.25,5,North Dakota
2014,Logan County,10.3,7.25,5,North Dakota
2015,McHenry County,10.5,7.25,5,North Dakota
2016,McIntosh County,10.46,7.25,5,North Dakota
2017,McKenzie County,10.85,7.25,5,North Dakota
2018,McLean County,10.61,7.25,5,North Dakota
2019,Mercer County,10.78,7.25,5,North Dakota
2020,Morton County,11,7.25,5,North Dakota
2021,Mountrail County,12.41,7.25,5,North Dakota
2022,Nelson County,10.5,7.25,5,North Dakota
2023,Oliver County,10.24,7.25,5,North Dakota
2024,Pembina County,10.53,7.25,5,North Dakota
2025,Pierce County,11,7.25,5,North Dakota
2026,Ramsey County,10.46,7.25,5,North Dakota
2027,Ransom County,10.79,7.25,5,North Dakota
2028,Renville County,10.5,7.25,5,North Dakota
2029,Richland County,10.54,7.25,5,North Dakota
2030,Rolette County,10.27,7.25,5,North Dakota
2031,Sargent County,10.54,7.25,5,North Dakota
2032,Sheridan County,10.21,7.25,5,North Dakota
2033,Sioux County,10.24,7.25,5,North Dakota
2034,Slope County,10.93,7.25,5,North Dakota
2035,Stark County,11.73,7.25,5,North Dakota
2036,Steele County,10.42,7.25,5,North Dakota
2037,Stutsman County,10.84,7.25,5,North Dakota
2038,Towner County,10.28,7.25,5,North Dakota
2039,Traill County,10.61,7.25,5,North Dakota
2040,Walsh County,10.5,7.25,5,North Dakota
2041,Ward County,12.01,7.25,5,North Dakota
2042,Wells County,10.44,7.25,5,North Dakota
2043,Williams County,11.96,7.25,5,North Dakota
2044,Adams County,10.14,8.3,5,Ohio
2045,Allen County,10.35,8.3,5,Ohio
2046,Ashland County,10.19,8.3,5,Ohio
2047,Ashtabula County,10.11,8.3,5,Ohio
2048,Athens County,10.72,8.3,5,Ohio
2049,Auglaize County,10.27,8.3,5,Ohio
2050,Belmont County,11.06,8.3,5,Ohio
2051,Brown County,9.88,8.3,5,Ohio
2052,Butler County,10.42,8.3,5,Ohio
2053,Carroll County,10.13,8.3,5,Ohio
2054,Champaign County,9.82,8.3,5,Ohio
2055,Clark County,10.15,8.3,5,Ohio
2056,Clermont County,10.42,8.3,5,Ohio
2057,Clinton County,10.25,8.3,5,Ohio
2058,Columbiana County,10.01,8.3,5,Ohio
2059,Coshocton County,10.14,8.3,5,Ohio
2060,Crawford County,10.3,8.3,5,Ohio
2061,Cuyahoga County,10.4,8.3,5,Ohio
2062,Darke County,10.54,8.3,5,Ohio
2063,Defiance County,10.3,8.3,5,Ohio
2064,Delaware County,10.77,8.3,5,Ohio
2065,Erie County,10.57,8.3,5,Ohio
2066,Fairfield County,10.77,8.3,5,Ohio
2067,Fayette County,10.49,8.3,5,Ohio
2068,Franklin County,10.77,8.3,5,Ohio
2069,Fulton County,10.01,8.3,5,Ohio
2070,Gallia County,10.14,8.3,5,Ohio
2071,Geauga County,10.4,8.3,5,Ohio
2072,Greene County,10.4,8.3,5,Ohio
2073,Guernsey County,10.59,8.3,5,Ohio
2074,Hamilton County,10.42,8.3,5,Ohio
2075,Hancock County,10.46,8.3,5,Ohio
2076,Hardin County,9.93,8.3,5,Ohio
2077,Harrison County,9.79,8.3,5,Ohio
2078,Henry County,10.14,8.3,5,Ohio
2079,Highland County,10.14,8.3,5,Ohio
2080,Hocking County,10.65,8.3,5,Ohio
2081,Holmes County,10.14,8.3,5,Ohio
2082,Huron County,9.83,8.3,5,Ohio
2083,Jackson County,10.14,8.3,5,Ohio
2084,Jefferson County,10.14,8.3,5,Ohio
2085,Knox County,10.43,8.3,5,Ohio
2086,Lake County,10.4,8.3,5,Ohio
2087,Lawrence County,10.01,8.3,5,Ohio
2088,Licking County,10.77,8.3,5,Ohio
